Localidade,GEOCODIGO,temp1,temp2,2007,2016,Aumento (%)
Feliz,4308102,"18,0","26,0",18,26,42.10526316
Flores da Cunha,4308201,"14,0","75,0",14,75,406.6666667
Floriano Peixoto,4308250,"1,0","2,0",1,2,50
Fontoura Xavier,4308300,"14,0","104,0",14,104,600
Formigueiro,4308409,"2,0","23,0",2,23,700
Forquetinha,4308433,"1,0","7,0",1,7,300
Fortaleza dos Valos,4308458,"36,0","72,0",36,72,97.2972973
Frederico Westphalen,4308508,"25,0","143,0",25,143,453.8461538
Garibaldi,4308607,"39,0","123,0",39,123,210
Garruchos,4308656,"3,0","32,0",3,32,725
Gaurama,4308706,"39,0","35,0",39,35,-10
General Câmara,4308805,"6,0","43,0",6,43,528.5714286
Gentil,4308854,"1,0","7,0",1,7,300
Getúlio Vargas,4308904,"38,0","90,0",38,90,133.3333333
Giruá,4309001,"76,0","117,0",76,117,53.24675325
Glorinha,4309050,"9,0","39,0",9,39,300
Gramado,4309100,"49,0","130,0",49,130,162
Gramado dos Loureiros,4309126,"4,0","17,0",4,17,260
Gramado Xavier,4309159,"11,0","15,0",11,15,33.33333333
Gravataí,4309209,"247,0","959,0",247,959,287.0967742
Guabiju,4309258,"3,0","5,0",3,5,50
Guaíba,4309308,"257,0","723,0",257,723,180.620155
Guaporé,4309407,"39,0","193,0",39,193,385
Guarani das Missões,4309506,"5,0","40,0",5,40,583.3333333
Harmonia,4309555,"3,0","3,0",3,3,0
Herveiras,4309571,"0,0","27,0",0,27,2700
Horizontina,4309605,"17,0","42,0",17,42,138.8888889
Hulha Negra,4309654,"2,0","52,0",2,52,1666.666667
Humaitá,4309704,"8,0","23,0",8,23,166.6666667
Ibarama,4309753,"12,0","40,0",12,40,215.3846154
Ibiaçá,4309803,"24,0","16,0",24,16,-32
Ibiraiaras,4309902,"79,0","38,0",79,38,-51.25
Ibirapuitã,4309951,"29,0","102,0",29,102,243.3333333
Ibirubá,4310009,"108,0","118,0",108,118,9.174311927
Igrejinha,4310108,"32,0","99,0",32,99,203.030303
Ijuí,4310207,"111,0","345,0",111,345,208.9285714
Ilópolis,4310306,"0,0","13,0",0,13,1300
Imbé,4310330,"16,0","127,0",16,127,652.9411765
Imigrante,4310363,"19,0","14,0",19,14,-25
Independência,4310405,"6,0","26,0",6,26,285.7142857
Inhacorá,4310413,"10,0","12,0",10,12,18.18181818
Ipê,4310439,"3,0","27,0",3,27,600
Ipiranga do Sul,4310462,"3,0","12,0",3,12,225
Iraí,4310504,"2,0","71,0",2,71,2300
Itaara,4310538,"1,0","25,0",1,25,1200
Itacurubi,4310553,"1,0","16,0",1,16,750
Itapuca,4310579,"2,0","9,0",2,9,233.3333333
Itaqui,4310603,"24,0","214,0",24,214,760
Itati,4310652,"0,0","12,0",0,12,1200
Itatiba do Sul,4310702,"25,0","25,0",25,25,0
Ivorá,4310751,"25,0","12,0",25,12,-50
Ivoti,4310801,"107,0","104,0",107,104,-2.777777778
Jaboticaba,4310850,"6,0","33,0",6,33,385.7142857
Jacuizinho,4310876,"1,0","40,0",1,40,1950
Jacutinga,4310900,"1,0","23,0",1,23,1100
Jaguarão,4311007,"21,0","92,0",21,92,322.7272727
Jaguari,4311106,"1,0","34,0",1,34,1650
Jaquirana,4311122,"16,0","49,0",16,49,194.1176471
Jari,4311130,"3,0","5,0",3,5,50
Jóia,4311155,"10,0","61,0",10,61,463.6363636
Júlio de Castilhos,4311205,"96,0","110,0",96,110,14.43298969
Lagoa Bonita do Sul,4311239,"10,0","27,0",10,27,154.5454545
Lagoão,4311254,"2,0","50,0",2,50,1600
Lagoa dos Três Cantos,4311270,"0,0","2,0",0,2,200
Lagoa Vermelha,4311304,"18,0","271,0",18,271,1331.578947
Lajeado,4311403,"63,0","373,0",63,373,484.375
Lajeado do Bugre,4311429,"19,0","31,0",19,31,60
Lavras do Sul,4311502,"25,0","136,0",25,136,426.9230769
Liberato Salzano,4311601,"5,0","29,0",5,29,400
Lindolfo Collor,4311627,"6,0","18,0",6,18,171.4285714
Linha Nova,4311643,"1,0","4,0",1,4,150
Machadinho,4311700,"19,0","35,0",19,35,80
Maçambara,4311718,"5,0","87,0",5,87,1366.666667
Mampituba,4311734,"1,0","32,0",1,32,1550
Manoel Viana,4311759,"30,0","73,0",30,73,138.7096774
Maquiné,4311775,"1,0","28,0",1,28,1350
Maratá,4311791,"0,0","6,0",0,6,600
Marau,4311809,"136,0","180,0",136,180,32.11678832
Marcelino Ramos,4311908,"2,0","39,0",2,39,1233.333333
Mariana Pimentel,4311981,"13,0","12,0",13,12,-7.142857143
Mariano Moro,4312005,"17,0","6,0",17,6,-61.11111111
Marques de Souza,4312054,"7,0","21,0",7,21,175
Mata,4312104,"7,0","14,0",7,14,87.5
Mato Castelhano,4312138,"4,0","21,0",4,21,340
Mato Leitão,4312153,"8,0","63,0",8,63,611.1111111
Mato Queimado,4312179,"2,0","14,0",2,14,400
Maximiliano de Almeida,4312203,"5,0","33,0",5,33,466.6666667
Minas do Leão,4312252,"17,0","140,0",17,140,683.3333333
Miraguaí,4312302,"14,0","42,0",14,42,186.6666667
Montauri,4312351,"4,0","6,0",4,6,40
Monte Alegre dos Campos,4312377,"7,0","28,0",7,28,262.5
Monte Belo do Sul,4312385,"3,0","4,0",3,4,25
Montenegro,4312401,"68,0","286,0",68,286,315.942029
Mormaço,4312427,"21,0","11,0",21,11,-45.45454545
Morrinhos do Sul,4312443,"0,0","9,0",0,9,900
Morro Redondo,4312450,"9,0","32,0",9,32,230
Morro Reuter,4312476,"8,0","20,0",8,20,133.3333333
Mostardas,4312500,"13,0","45,0",13,45,228.5714286
Muçum,4312609,"7,0","10,0",7,10,37.5
Muitos Capões,4312617,"2,0","37,0",2,37,1166.666667
Muliterno,4312625,"5,0","7,0",5,7,33.33333333
Não-Me-Toque,4312658,"14,0","76,0",14,76,413.3333333
Nicolau Vergueiro,4312674,"4,0","7,0",4,7,60
Nonoai,4312708,"27,0","90,0",27,90,225
Nova Alvorada,4312757,"3,0","4,0",3,4,25
Nova Araçá,4312807,"6,0","32,0",6,32,371.4285714
Nova Bassano,4312906,"25,0","30,0",25,30,19.23076923
Nova Boa Vista,4312955,"6,0","16,0",6,16,142.8571429
Nova Bréscia,4313003,"0,0","1,0",0,1,100
Nova Candelária,4313011,"0,0","8,0",0,8,800
Nova Esperança do Sul,4313037,"23,0","17,0",23,17,-25
Nova Hartz,4313060,"18,0","169,0",18,169,794.7368421
Nova Pádua,4313086,"6,0","7,0",6,7,14.28571429
Nova Palma,4313102,"35,0","33,0",35,33,-5.555555556
Nova Petrópolis,4313201,"13,0","61,0",13,61,342.8571429
Nova Prata,4313300,"53,0","109,0",53,109,103.7037037
Nova Ramada,4313334,"2,0","6,0",2,6,133.3333333
Nova Roma do Sul,4313359,"2,0","6,0",2,6,133.3333333
Nova Santa Rita,4313375,"53,0","136,0",53,136,153.7037037
Novo Cabrais,4313391,"1,0","9,0",1,9,400
Novo Hamburgo,4313409,"680,0","1030,0",680,1030,51.39500734
Novo Machado,4313425,"2,0","15,0",2,15,433.3333333
Novo Tiradentes,4313441,"1,0","24,0",1,24,1150
Novo Xingu,4313466,"4,0","14,0",4,14,200
Novo Barreiro,4313490,"14,0","84,0",14,84,466.6666667
Osório,4313508,"139,0","229,0",139,229,64.28571429
Paim Filho,4313607,"2,0","13,0",2,13,366.6666667
Palmares do Sul,4313656,"20,0","54,0",20,54,161.9047619
Palmeira das Missões,4313706,"32,0","381,0",32,381,1057.575758
Palmitinho,4313805,"2,0","91,0",2,91,2966.666667
Panambi,4313904,"38,0","125,0",38,125,223.0769231
Pantano Grande,4313953,"75,0","171,0",75,171,126.3157895
Paraí,4314001,"22,0","31,0",22,31,39.13043478
Paraíso do Sul,4314027,"40,0","58,0",40,58,43.90243902
Pareci Novo,4314035,"1,0","14,0",1,14,650
Parobé,4314050,"34,0","230,0",34,230,560
Passa Sete,4314068,"22,0","62,0",22,62,173.9130435
Passo do Sobrado,4314076,"7,0","62,0",7,62,687.5
Passo Fundo,4314100,"170,0","1445,0",170,1445,745.6140351
Paulo Bento,4314134,"1,0","3,0",1,3,100
Paverama,4314159,"10,0","13,0",10,13,27.27272727
Pedras Altas,4314175,"3,0","30,0",3,30,675
Pedro Osório,4314209,"7,0","44,0",7,44,462.5
Pejuçara,4314308,"64,0","36,0",64,36,-43.07692308
Pelotas,4314407,"290,0","2141,0",290,2141,636.0824742
Picada Café,4314423,"23,0","22,0",23,22,-4.166666667
Pinhal,4314456,"4,0","47,0",4,47,860
Pinhal da Serra,4314464,"14,0","33,0",14,33,126.6666667
Pinhal Grande,4314472,"2,0","50,0",2,50,1600
Pinheirinho do Vale,4314498,"20,0","64,0",20,64,209.5238095
Pinheiro Machado,4314506,"4,0","22,0",4,22,360
Pinto Bandeira,4314548,,"15,0",#VALUE!,15,#VALUE!
Pirapó,4314555,"6,0","19,0",6,19,185.7142857
Piratini,4314605,"40,0","57,0",40,57,41.46341463
Planalto,4314704,"4,0","66,0",4,66,1240
Poço das Antas,4314753,"0,0","5,0",0,5,500
Pontão,4314779,"2,0","36,0",2,36,1133.333333
Ponte Preta,4314787,"3,0","18,0",3,18,375
Portão,4314803,"2,0","149,0",2,149,4900
Porto Alegre,4314902,"2455,0","6680,0",2455,6680,172.0276873
Porto Lucena,4315008,"1,0","12,0",1,12,550
Porto Mauá,4315057,"0,0","9,0",0,9,900
Porto Vera Cruz,4315073,"2,0","3,0",2,3,33.33333333
Porto Xavier,4315107,"23,0","72,0",23,72,204.1666667
Pouso Novo,4315131,"6,0","11,0",6,11,71.42857143
Presidente Lucena,4315149,"6,0","5,0",6,5,-14.28571429
Progresso,4315156,"16,0","37,0",16,37,123.5294118
Protásio Alves,4315172,"0,0","9,0",0,9,900
Putinga,4315206,"5,0","30,0",5,30,416.6666667
Quaraí,4315305,"48,0","249,0",48,249,410.2040816
Quatro Irmãos,4315313,"0,0","18,0",0,18,1800
Quevedos,4315321,"0,0","12,0",0,12,1200
Quinze de Novembro,4315354,"3,0","40,0",3,40,925
Redentora,4315404,"10,0","45,0",10,45,318.1818182
Relvado,4315453,"3,0","5,0",3,5,50
Restinga Seca,4315503,"44,0","55,0",44,55,24.44444444
Rio dos Índios,4315552,"2,0","26,0",2,26,800
Rio Grande,4315602,"263,0","1813,0",263,1813,587.1212121
Rio Pardo,4315701,"33,0","515,0",33,515,1417.647059
Riozinho,4315750,"0,0","4,0",0,4,400
Roca Sales,4315800,"4,0","46,0",4,46,840
Rodeio Bonito,4315909,"0,0","58,0",0,58,5800
Rolador,4315958,"0,0","52,0",0,52,5200
Rolante,4316006,"12,0","52,0",12,52,307.6923077
Ronda Alta,4316105,"4,0","87,0",4,87,1660
Rondinha,4316204,"16,0","15,0",16,15,-5.882352941
Roque Gonzales,4316303,"0,0","52,0",0,52,5200
Rosário do Sul,4316402,"37,0","302,0",37,302,697.3684211
Sagrada Família,4316428,"4,0","10,0",4,10,120
Saldanha Marinho,4316436,"1,0","21,0",1,21,1000
Salto do Jacuí,4316451,"4,0","91,0",4,91,1740
Salvador das Missões,4316477,"2,0","27,0",2,27,833.3333333
Salvador do Sul,4316501,"4,0","17,0",4,17,260
Sananduva,4316600,"9,0","100,0",9,100,910
Santa Bárbara do Sul,4316709,"8,0","32,0",8,32,266.6666667
Santa Cecília do Sul,4316733,"1,0","9,0",1,9,400
Santa Clara do Sul,4316758,"2,0","35,0",2,35,1100
Santa Cruz do Sul,4316808,"128,0","826,0",128,826,541.0852713
Santa Maria,4316907,"508,0","1580,0",508,1580,210.6090373
Santa Maria do Herval,4316956,"1,0","12,0",1,12,550
Santa Margarida do Sul,4316972,"4,0","34,0",4,34,600
Santana da Boa Vista,4317004,"18,0","14,0",18,14,-21.05263158
Santana do Livramento,4317103,"109,0","1501,0",109,1501,1265.454545
Santa Rosa,4317202,"55,0","288,0",55,288,416.0714286
Santa Tereza,4317251,"4,0","2,0",4,2,-40
Santa Vitória do Palmar,4317301,"8,0","289,0",8,289,3122.222222
Santiago,4317400,"19,0","225,0",19,225,1030
Santo Ângelo,4317509,"28,0","477,0",28,477,1548.275862
Santo Antônio do Palma,4317558,"2,0","5,0",2,5,100
Santo Antônio da Patrulha,4317608,"79,0","264,0",79,264,231.25
Santo Antônio das Missões,4317707,"4,0","239,0",4,239,4700
Santo Antônio do Planalto,4317756,"11,0","7,0",11,7,-33.33333333
Santo Augusto,4317806,"14,0","118,0",14,118,693.3333333
Santo Cristo,4317905,"5,0","20,0",5,20,250
Santo Expedito do Sul,4317954,"4,0","1,0",4,1,-60
São Borja,4318002,"167,0","776,0",167,776,362.5
São Domingos do Sul,4318051,"7,0","10,0",7,10,37.5
São Francisco de Assis,4318101,"5,0","101,0",5,101,1600
São Francisco de Paula,4318200,"33,0","137,0",33,137,305.8823529
São Gabriel,4318309,"94,0","471,0",94,471,396.8421053
São Jerônimo,4318408,"20,0","96,0",20,96,361.9047619
São João da Urtiga,4318424,"6,0","9,0",6,9,42.85714286
São João do Polêsine,4318432,"12,0","26,0",12,26,107.6923077
São Jorge,4318440,"1,0","5,0",1,5,200
São José das Missões,4318457,"8,0","39,0",8,39,344.4444444
São José do Herval,4318465,"1,0","39,0",1,39,1900
São José do Hortêncio,4318481,"1,0","9,0",1,9,400
São José do Inhacorá,4318499,"0,0","9,0",0,9,900
São José do Norte,4318507,"13,0","167,0",13,167,1100
São José do Ouro,4318606,"1,0","28,0",1,28,1350
São José do Sul,4318614,"2,0","4,0",2,4,66.66666667
São José dos Ausentes,4318622,"0,0","21,0",0,21,2100
São Leopoldo,4318705,"510,0","792,0",510,792,55.18590998
São Lourenço do Sul,4318804,"72,0","332,0",72,332,356.1643836
São Luiz Gonzaga,4318903,"95,0","405,0",95,405,322.9166667
São Marcos,4319000,"8,0","87,0",8,87,877.7777778
São Martinho,4319109,"11,0","38,0",11,38,225
São Martinho da Serra,4319125,"26,0","23,0",26,23,-11.11111111
São Miguel das Missões,4319158,"23,0","49,0",23,49,108.3333333
São Nicolau,4319208,"2,0","44,0",2,44,1400
São Paulo das Missões,4319307,"20,0","25,0",20,25,23.80952381
São Pedro da Serra,4319356,"0,0","7,0",0,7,700
São Pedro das Missões,4319364,"2,0","14,0",2,14,400
São Pedro do Butiá,4319372,"1,0","21,0",1,21,1000
São Pedro do Sul,4319406,"36,0","112,0",36,112,205.4054054
São Sebastião do Caí,4319505,"15,0","34,0",15,34,118.75
São Sepé,4319604,"55,0","133,0",55,133,139.2857143
São Valentim,4319703,"6,0","12,0",6,12,85.71428571
São Valentim do Sul,4319711,"4,0","5,0",4,5,20
São Valério do Sul,4319737,"0,0","10,0",0,10,1000
São Vendelino,4319752,"2,0","4,0",2,4,66.66666667
São Vicente do Sul,4319802,"18,0","63,0",18,63,236.8421053
Sapiranga,4319901,"306,0","351,0",306,351,14.65798046
Sapucaia do Sul,4320008,"62,0","575,0",62,575,814.2857143
Sarandi,4320107,"15,0","58,0",15,58,268.75
Seberi,4320206,"27,0","129,0",27,129,364.2857143
Sede Nova,4320230,"5,0","16,0",5,16,183.3333333
Segredo,4320263,"57,0","93,0",57,93,62.06896552
Selbach,4320305,"36,0","34,0",36,34,-5.405405405
Senador Salgado Filho,4320321,"5,0","19,0",5,19,233.3333333
Sentinela do Sul,4320354,"6,0","21,0",6,21,214.2857143
Serafina Corrêa,4320404,"11,0","82,0",11,82,591.6666667
Sério,4320453,"0,0","5,0",0,5,500
Sertão,4320503,"24,0","119,0",24,119,380
Sertão Santana,4320552,"4,0","24,0",4,24,400
Sete de Setembro,4320578,"5,0","18,0",5,18,216.6666667
Severiano de Almeida,4320602,"3,0","31,0",3,31,700
Silveira Martins,4320651,"22,0","31,0",22,31,39.13043478
Sinimbu,4320677,"48,0","56,0",48,56,16.32653061
Sobradinho,4320701,"21,0","71,0",21,71,227.2727273
Soledade,4320800,"41,0","446,0",41,446,964.2857143
Tabaí,4320859,"11,0","20,0",11,20,75
Tapejara,4320909,"11,0","98,0",11,98,725
Tapera,4321006,"60,0","76,0",60,76,26.2295082
Tapes,4321105,"56,0","104,0",56,104,84.21052632
Taquara,4321204,"29,0","238,0",29,238,696.6666667
Taquari,4321303,"127,0","194,0",127,194,52.34375
Taquaruçu do Sul,4321329,"0,0","43,0",0,43,4300
Tavares,4321352,"15,0","27,0",15,27,75
Tenente Portela,4321402,"22,0","115,0",22,115,404.3478261
Terra de Areia,4321436,"2,0","20,0",2,20,600
Teutônia,4321451,"20,0","150,0",20,150,619.047619
Tio Hugo,4321469,"4,0","5,0",4,5,20
Tiradentes do Sul,4321477,"8,0","15,0",8,15,77.77777778
Toropi,4321493,"4,0","20,0",4,20,320
Torres,4321501,"126,0","220,0",126,220,74.01574803
Tramandaí,4321600,"9,0","260,0",9,260,2510
Travesseiro,4321626,"0,0","6,0",0,6,600
Três Arroios,4321634,"1,0","17,0",1,17,800
Três Cachoeiras,4321667,"1,0","60,0",1,60,2950
Três Coroas,4321709,"95,0","182,0",95,182,90.625
Três de Maio,4321808,"48,0","115,0",48,115,136.7346939
Três Forquilhas,4321832,"1,0","16,0",1,16,750
Três Palmeiras,4321857,"7,0","28,0",7,28,262.5
Três Passos,4321907,"35,0","62,0",35,62,75
Trindade do Sul,4321956,"4,0","22,0",4,22,360
Triunfo,4322004,"38,0","235,0",38,235,505.1282051
Tucunduva,4322103,"2,0","12,0",2,12,333.3333333
Tunas,4322152,"0,0","21,0",0,21,2100
Tupanci do Sul,4322186,"16,0","18,0",16,18,11.76470588
Tupanciretã,4322202,"39,0","125,0",39,125,215
Tupandi,4322251,"10,0","15,0",10,15,45.45454545
Tuparendi,4322301,"17,0","26,0",17,26,50
Turuçu,4322327,"2,0","42,0",2,42,1333.333333
Ubiretama,4322343,"2,0","3,0",2,3,33.33333333
União da Serra,4322350,"4,0","3,0",4,3,-20
Unistalda,4322376,"3,0","22,0",3,22,475
Uruguaiana,4322400,"161,0","788,0",161,788,387.037037
Vacaria,4322509,"87,0","314,0",87,314,257.9545455
Vale Verde,4322525,"9,0","52,0",9,52,430
Vale do Sol,4322533,"14,0","62,0",14,62,320
Vale Real,4322541,"4,0","24,0",4,24,400
Vanini,4322558,"4,0","16,0",4,16,240
Venâncio Aires,4322608,"150,0","1115,0",150,1115,639.0728477
Vera Cruz,4322707,"29,0","220,0",29,220,636.6666667
Veranópolis,4322806,"64,0","121,0",64,121,87.69230769
Vespasiano Correa,4322855,"1,0","0,0",1,0,-50
Viadutos,4322905,"35,0","50,0",35,50,41.66666667
Viamão,4323002,"293,0","1315,0",293,1315,347.6190476
Vicente Dutra,4323101,"6,0","26,0",6,26,285.7142857
Victor Graeff,4323200,"2,0","3,0",2,3,33.33333333
Vila Flores,4323309,"23,0","10,0",23,10,-54.16666667
Vila Lângaro,4323358,"4,0","22,0",4,22,360
Vila Maria,4323408,"10,0","24,0",10,24,127.2727273
Vila Nova do Sul,4323457,"9,0","11,0",9,11,20
Vista Alegre,4323507,"0,0","18,0",0,18,1800
Vista Alegre do Prata,4323606,"2,0","6,0",2,6,133.3333333
Vista Gaúcha,4323705,"3,0","18,0",3,18,375
Vitória das Missões,4323754,"8,0","25,0",8,25,188.8888889
Westfália,4323770,"4,0","11,0",4,11,140
Xangri-lá,4323804,"1,0","107,0",1,107,5300
Água Clara,5000203,"5,0","66,0",5,66,1016.666667
Alcinópolis,5000252,"27,0","43,0",27,43,57.14285714
Amambai,5000609,"170,0","481,0",170,481,181.871345
Anastácio,5000708,"73,0","163,0",73,163,121.6216216
Anaurilândia,5000807,"23,0","50,0",23,50,112.5
Angélica,5000856,"27,0","53,0",27,53,92.85714286
Antônio João,5000906,"10,0","99,0",10,99,809.0909091
Aparecida do Taboado,5001003,"16,0","63,0",16,63,276.4705882
Aquidauana,5001102,"117,0","178,0",117,178,51.69491525
Aral Moreira,5001243,"16,0","138,0",16,138,717.6470588
Bandeirantes,5001508,"6,0","16,0",6,16,142.8571429
Bataguassu,5001904,"57,0","133,0",57,133,131.0344828
Batayporã,5002001,"17,0","150,0",17,150,738.8888889
Bela Vista,5002100,"22,0","63,0",22,63,178.2608696
Bodoquena,5002159,"15,0","46,0",15,46,193.75
Bonito,5002209,"40,0","112,0",40,112,175.6097561
Brasilândia,5002308,"21,0","37,0",21,37,72.72727273
Caarapó,5002407,"72,0","170,0",72,170,134.2465753
Camapuã,5002605,"30,0","101,0",30,101,229.0322581
Campo Grande,5002704,"1448,0","3735,0",1448,3735,157.8329883
Caracol,5002803,"5,0","55,0",5,55,833.3333333
Cassilândia,5002902,"65,0","187,0",65,187,184.8484848
Chapadão do Sul,5002951,"40,0","80,0",40,80,97.56097561
Corguinho,5003108,"10,0","71,0",10,71,554.5454545
Coronel Sapucaia,5003157,"22,0","173,0",22,173,656.5217391
Corumbá,5003207,"119,0","386,0",119,386,222.5
Costa Rica,5003256,"36,0","259,0",36,259,602.7027027
Coxim,5003306,"92,0","110,0",92,110,19.35483871
Deodápolis,5003454,"50,0","82,0",50,82,62.74509804
Dois Irmãos do Buriti,5003488,"13,0","93,0",13,93,571.4285714
Douradina,5003504,"10,0","39,0",10,39,263.6363636
Dourados,5003702,"272,0","1262,0",272,1262,362.6373626
Eldorado,5003751,"18,0","58,0",18,58,210.5263158
Fátima do Sul,5003801,"51,0","147,0",51,147,184.6153846
Figueirão,5003900,"2,0","16,0",2,16,466.6666667
Glória de Dourados,5004007,"44,0","98,0",44,98,120
Guia Lopes da Laguna,5004106,"28,0","65,0",28,65,127.5862069
Iguatemi,5004304,"18,0","170,0",18,170,800
Inocência,5004403,"10,0","80,0",10,80,636.3636364
Itaporã,5004502,"28,0","170,0",28,170,489.6551724
Itaquiraí,5004601,"25,0","105,0",25,105,307.6923077
Ivinhema,5004700,"83,0","203,0",83,203,142.8571429
Japorã,5004809,"5,0","63,0",5,63,966.6666667
Jaraguari,5004908,"10,0","14,0",10,14,36.36363636
Jardim,5005004,"42,0","143,0",42,143,234.8837209
Jateí,5005103,"12,0","28,0",12,28,123.0769231
Juti,5005152,"18,0","29,0",18,29,57.89473684
Ladário,5005202,"3,0","133,0",3,133,3250
Laguna Carapã,5005251,"5,0","35,0",5,35,500
Maracaju,5005400,"61,0","275,0",61,275,345.1612903
Miranda,5005608,"23,0","111,0",23,111,366.6666667
Mundo Novo,5005681,"48,0","133,0",48,133,173.4693878
Naviraí,5005707,"70,0","177,0",70,177,150.7042254
Nioaque,5005806,"16,0","48,0",16,48,188.2352941
Nova Alvorada do Sul,5006002,"40,0","123,0",40,123,202.4390244
Nova Andradina,5006200,"78,0","270,0",78,270,243.0379747
Novo Horizonte do Sul,5006259,"30,0","61,0",30,61,100
Paraíso das Águas,5006275,,"31,0",#VALUE!,31,#VALUE!
Paranaíba,5006309,"70,0","216,0",70,216,205.6338028
Paranhos,5006358,"14,0","67,0",14,67,353.3333333
Pedro Gomes,5006408,"22,0","49,0",22,49,117.3913043
Ponta Porã,5006606,"108,0","518,0",108,518,376.146789
Porto Murtinho,5006903,"3,0","72,0",3,72,1725
Ribas do Rio Pardo,5007109,"15,0","100,0",15,100,531.25
Rio Brilhante,5007208,"61,0","235,0",61,235,280.6451613
Rio Negro,5007307,"31,0","46,0",31,46,46.875
Rio Verde de Mato Grosso,5007406,"27,0","249,0",27,249,792.8571429
Rochedo,5007505,"7,0","39,0",7,39,400
Santa Rita do Pardo,5007554,"5,0","36,0",5,36,516.6666667
São Gabriel do Oeste,5007695,"77,0","262,0",77,262,237.1794872
Sete Quedas,5007703,"68,0","82,0",68,82,20.28985507
Selvíria,5007802,"35,0","23,0",35,23,-33.33333333
Sidrolândia,5007901,"44,0","231,0",44,231,415.5555556
Sonora,5007935,"20,0","87,0",20,87,319.047619
Tacuru,5007950,"16,0","97,0",16,97,476.4705882
Taquarussu,5007976,"27,0","43,0",27,43,57.14285714
Terenos,5008008,"47,0","126,0",47,126,164.5833333
Três Lagoas,5008305,"30,0","378,0",30,378,1122.580645
Vicentina,5008404,"43,0","74,0",43,74,70.45454545
Acorizal,5100102,"18,0","28,0",18,28,52.63157895
Água Boa,5100201,"105,0","118,0",105,118,12.26415094
Alta Floresta,5100250,"145,0","438,0",145,438,200.6849315
Alto Araguaia,5100300,"37,0","147,0",37,147,289.4736842
Alto Boa Vista,5100359,"2,0","6,0",2,6,133.3333333
Alto Garças,5100409,"5,0","54,0",5,54,816.6666667
Alto Paraguai,5100508,"1,0","25,0",1,25,1200
Alto Taquari,5100607,"3,0","42,0",3,42,975
Apiacás,5100805,"9,0","19,0",9,19,100
Araguaiana,5101001,"7,0","13,0",7,13,75
Araguainha,5101209,"0,0","2,0",0,2,200
